event,total_clicks,buzz_calls,buzz_rate,Exposure_3k,Exposure_500m,first_time,last_time
2062,27,0,0,0,0,2021-01-17 05:12:00,2021-01-17 05:16:00
2063,135,7,0.051851852,0,0,2021-01-17 18:38:00,2021-01-17 18:49:00
2064,140,5,0.035714286,0,0,2021-01-17 20:14:00,2021-01-17 20:30:00
2065,623,10,0.016051364,1,1,2021-01-17 21:29:00,2021-01-17 21:43:00
2066,67,0,0,0,0,2021-01-17 23:07:00,2021-01-17 23:16:00
2067,6,0,0,0,0,2021-01-17 23:33:00,2021-01-17 23:34:00
2068,10,0,0,0,0,2021-01-18 01:55:00,2021-01-18 01:56:00
2069,62,1,0.016129032,0,0,2021-01-18 02:12:00,2021-01-18 02:24:00
2070,988,47,0.04757085,1,1,2021-01-18 02:35:00,2021-01-18 03:50:00
2071,275,0,0,0,0,2021-01-18 04:00:00,2021-01-18 04:22:00
2072,112,1,0.008928571,0,0,2021-01-18 05:16:00,2021-01-18 05:29:00
2073,456,2,0.004385965,1,1,2021-01-18 05:53:00,2021-01-18 06:16:00
2074,509,14,0.027504912,0,0,2021-01-18 16:15:00,2021-01-18 16:36:00
2075,8,0,0,0,0,2021-01-18 17:03:00,2021-01-18 17:14:00
2076,875,10,0.011428571,0,0,2021-01-18 17:46:00,2021-01-18 18:16:00
2077,385,150,0.38961039,0,0,2021-09-13 01:51:00,2021-09-13 02:47:00
2078,112,13,0.116071429,1,0,2021-09-13 16:56:00,2021-09-13 17:27:00
2079,791,72,0.09102402,1,1,2021-09-13 18:43:00,2021-09-13 20:20:00
2080,1009,43,0.042616452,0,0,2021-09-13 21:31:00,2021-09-13 23:58:00
2081,2445,210,0.085889571,1,0,2021-09-14 00:26:00,2021-09-14 04:52:00
2082,485,54,0.111340206,1,1,2021-09-14 19:43:00,2021-09-14 20:12:00
2083,1023,143,0.139784946,1,1,2021-09-14 21:19:00,2021-09-15 00:01:00
2084,1333,130,0.097524381,1,0,2021-09-15 01:20:00,2021-09-15 02:55:00
2085,538,39,0.072490706,1,0,2021-09-15 12:14:00,2021-09-15 12:41:00
2086,5597,304,0.054314812,1,0,2021-09-15 20:32:00,2021-09-16 00:53:00
2087,15,7,0.466666667,1,0,2021-09-16 05:10:00,2021-09-16 05:11:00
2088,2646,151,0.057067271,1,0,2021-09-16 17:32:00,2021-09-16 18:47:00
2089,124,26,0.209677419,0,0,2021-09-16 19:28:00,2021-09-16 19:31:00
2090,2308,255,0.110485269,1,1,2021-09-16 23:10:00,2021-09-17 02:20:00
2091,1393,47,0.033740129,1,0,2021-09-17 02:31:00,2021-09-17 04:50:00
2092,141,34,0.241134752,1,0,2021-09-17 15:08:00,2021-09-17 15:54:00
2093,15549,728,0.046819731,1,1,2021-09-17 17:45:00,2021-09-17 20:34:00
2094,35903,147,0.004094365,1,1,2021-09-17 21:52:00,2021-09-17 23:17:00
2095,11796,248,0.021024076,1,1,2021-09-17 23:51:00,2021-09-18 04:16:00
2096,1392,41,0.029454023,1,0,2021-09-18 04:28:00,2021-09-18 04:30:00
2097,1003,41,0.040877368,1,1,2021-09-18 05:00:00,2021-09-18 05:06:00
2098,328,28,0.085365854,0,0,2021-09-18 18:18:00,2021-09-18 19:05:00
2099,316,111,0.351265823,0,0,2021-09-18 20:45:00,2021-09-18 21:12:00
2100,1135,100,0.088105727,1,0,2021-09-18 21:23:00,2021-09-19 00:02:00
2101,78,10,0.128205128,0,0,2021-09-19 00:13:00,2021-09-19 00:44:00
2102,443,23,0.051918736,1,0,2021-09-19 03:00:00,2021-09-19 03:07:00
2103,532,13,0.02443609,1,1,2021-09-19 10:15:00,2021-09-19 10:27:00
2104,777,117,0.150579151,1,1,2021-09-21 19:27:00,2021-09-21 20:54:00
2105,296,16,0.054054054,1,0,2021-09-22 02:55:00,2021-09-22 03:35:00
2106,1358,82,0.060382916,1,0,2021-09-22 04:07:00,2021-09-22 05:17:00
2107,2733,125,0.045737285,1,0,2021-09-22 17:18:00,2021-09-22 20:17:00
2108,7756,1573,0.202810727,1,0,2021-09-22 20:29:00,2021-09-22 23:53:00
2109,260,92,0.353846154,0,0,2021-09-23 00:08:00,2021-09-23 00:34:00
2110,411,54,0.131386861,0,0,2021-09-23 01:05:00,2021-09-23 01:18:00
2111,79,10,0.126582278,0,0,2021-09-23 01:41:00,2021-09-23 01:44:00
2112,76,11,0.144736842,0,0,2021-09-23 02:12:00,2021-09-23 02:21:00
2113,596,88,0.147651007,0,0,2021-09-23 04:31:00,2021-09-23 04:50:00
2114,566,63,0.11130742,1,0,2021-09-23 05:09:00,2021-09-23 05:37:00
2115,139,9,0.064748201,1,0,2021-09-23 13:49:00,2021-09-23 14:03:00
2116,247,24,0.097165992,1,1,2021-09-24 17:49:00,2021-09-24 18:08:00
2117,200,33,0.165,1,1,2021-09-24 18:36:00,2021-09-24 18:57:00
2118,622,23,0.036977492,1,1,2021-09-24 19:12:00,2021-09-24 20:51:00
2119,150,51,0.34,1,0,2021-09-24 22:06:00,2021-09-24 22:46:00
2120,420,93,0.221428571,0,0,2021-09-24 23:14:00,2021-09-25 00:13:00
2121,1988,417,0.209758551,0,0,2021-09-25 00:28:00,2021-09-25 01:33:00
2122,591,67,0.113367174,1,0,2021-09-25 08:45:00,2021-09-25 08:48:00
2123,182,46,0.252747253,1,1,2021-09-25 14:42:00,2021-09-25 15:09:00
2124,382,25,0.065445026,1,1,2021-09-25 15:46:00,2021-09-25 16:44:00
2125,126,8,0.063492063,0,0,2021-09-25 19:31:00,2021-09-25 20:01:00
2126,3920,543,0.138520408,1,0,2021-09-25 20:41:00,2021-09-26 00:47:00
2127,884,72,0.081447964,1,0,2021-09-26 00:59:00,2021-09-26 02:05:00
2128,1425,74,0.051929825,1,0,2021-09-26 02:16:00,2021-09-26 04:05:00
2129,155,15,0.096774194,0,0,2021-09-26 06:32:00,2021-09-26 06:35:00
2130,166,12,0.072289157,1,1,2021-09-26 10:55:00,2021-09-26 10:55:00
2131,151,11,0.072847682,1,0,2021-09-26 13:23:00,2021-09-26 13:31:00
2132,142,19,0.133802817,1,1,2021-09-26 13:42:00,2021-09-26 13:56:00
2133,719,40,0.055632823,0,0,2021-09-26 17:08:00,2021-09-26 17:33:00
2134,7202,719,0.09983338,1,1,2021-09-26 18:11:00,2021-09-27 03:06:00
2135,800,69,0.08625,1,0,2021-09-27 03:21:00,2021-09-27 05:02:00
2136,3492,255,0.073024055,1,1,2021-09-27 17:26:00,2021-09-27 21:17:00
2137,518,33,0.063706564,0,0,2021-09-27 22:10:00,2021-09-27 23:10:00
2138,626,136,0.217252396,1,1,2021-09-27 23:32:00,2021-09-28 00:19:00
2139,360,65,0.180555556,1,0,2021-09-28 03:47:00,2021-09-28 04:47:00
2140,17,8,0.470588235,0,0,2021-09-28 07:04:00,2021-09-28 07:10:00
2141,390,7,0.017948718,1,0,2021-09-28 17:03:00,2021-09-28 18:31:00
2142,998,38,0.038076152,1,0,2021-09-28 19:30:00,2021-09-28 20:57:00
2143,1933,237,0.122607346,1,0,2021-09-28 21:11:00,2021-09-28 23:01:00
2144,742,127,0.17115903,0,0,2021-09-28 23:11:00,2021-09-28 23:55:00
2145,346,24,0.069364162,0,0,2021-09-29 00:07:00,2021-09-29 01:37:00
2146,590,74,0.125423729,1,0,2021-09-29 01:55:00,2021-09-29 02:30:00
2147,1634,72,0.044063647,0,0,2021-09-29 03:19:00,2021-09-29 05:29:00
2148,274,26,0.094890511,0,0,2021-09-29 09:24:00,2021-09-29 09:29:00
2149,6960,730,0.104885057,1,1,2021-09-29 17:23:00,2021-09-30 00:26:00
2150,1181,54,0.045723963,0,0,2021-09-30 00:51:00,2021-09-30 01:33:00
2151,189,47,0.248677249,1,0,2021-09-30 02:34:00,2021-09-30 02:46:00
2152,543,29,0.053406998,0,0,2021-09-30 03:19:00,2021-09-30 04:20:00
2153,56,9,0.160714286,0,0,2021-09-30 16:52:00,2021-09-30 16:54:00
2154,512,61,0.119140625,1,0,2021-09-30 17:28:00,2021-09-30 18:03:00
2155,224,16,0.071428571,0,0,2021-09-30 18:18:00,2021-09-30 18:23:00
2156,145,12,0.082758621,1,0,2021-09-30 18:58:00,2021-09-30 19:01:00
2157,6585,397,0.060288535,1,1,2021-09-30 21:28:00,2021-10-01 01:25:00
2158,1299,64,0.049268668,1,1,2021-10-01 01:35:00,2021-10-01 03:55:00
2159,546,10,0.018315018,0,0,2021-10-01 04:16:00,2021-10-01 05:42:00
2160,96,13,0.135416667,0,0,2021-10-01 06:22:00,2021-10-01 06:28:00
2161,248,11,0.044354839,0,0,2021-10-01 06:51:00,2021-10-01 07:04:00
2162,13519,2224,0.164509209,1,1,2021-10-01 16:12:00,2021-10-01 21:41:00
2163,3857,177,0.045890589,1,1,2021-10-01 23:19:00,2021-10-02 03:39:00
2164,298,22,0.073825503,1,1,2021-10-02 03:52:00,2021-10-02 05:01:00
2165,335,17,0.050746269,1,1,2021-10-02 05:16:00,2021-10-02 06:00:00
2166,882,67,0.075963719,1,0,2021-10-02 16:02:00,2021-10-02 16:40:00
2167,171,16,0.093567251,0,0,2021-10-02 17:05:00,2021-10-02 17:32:00
2168,2787,188,0.067456046,1,0,2021-10-02 17:55:00,2021-10-02 19:53:00
2169,271,16,0.05904059,0,0,2021-10-02 20:03:00,2021-10-02 20:33:00
2170,4604,360,0.078192876,1,1,2021-10-02 20:46:00,2021-10-02 23:32:00
2171,458,24,0.052401747,0,0,2021-10-02 23:42:00,2021-10-03 00:29:00
2172,205,8,0.03902439,1,0,2021-10-03 01:08:00,2021-10-03 01:51:00
2173,199,17,0.085427136,1,0,2021-10-03 02:09:00,2021-10-03 02:30:00
2174,972,104,0.106995885,0,0,2021-10-03 03:52:00,2021-10-03 04:54:00
2175,166,21,0.126506024,0,0,2021-10-03 05:30:00,2021-10-03 05:32:00
2176,369,7,0.01897019,1,1,2021-10-03 11:55:00,2021-10-03 12:08:00
2177,1063,100,0.094073377,0,0,2021-10-03 14:05:00,2021-10-03 14:31:00
2178,636,28,0.044025157,1,0,2021-10-03 14:52:00,2021-10-03 15:39:00
2179,846,87,0.102836879,1,0,2021-10-03 16:07:00,2021-10-03 17:04:00
2180,477,42,0.088050314,0,0,2021-10-03 19:36:00,2021-10-03 19:52:00
2181,255,12,0.047058824,0,0,2021-10-03 20:04:00,2021-10-03 20:33:00
2182,1600,338,0.21125,1,0,2021-10-03 20:51:00,2021-10-03 22:51:00
2183,2802,186,0.066381156,1,0,2021-10-03 23:09:00,2021-10-04 00:50:00
2184,2482,329,0.132554392,1,0,2021-10-04 01:02:00,2021-10-04 03:31:00
2185,348,38,0.109195402,0,0,2021-10-04 04:09:00,2021-10-04 04:21:00
2186,218,24,0.110091743,0,0,2021-10-04 15:06:00,2021-10-04 15:25:00
2187,861,62,0.072009292,1,0,2021-10-04 16:42:00,2021-10-04 18:29:00
2188,7473,746,0.09982604,1,1,2021-10-04 18:48:00,2021-10-05 00:10:00
2189,295,18,0.061016949,1,0,2021-10-05 00:32:00,2021-10-05 00:53:00
2190,1002,56,0.055888224,1,0,2021-10-05 01:05:00,2021-10-05 01:49:00
2191,254,11,0.043307087,0,0,2021-10-05 02:54:00,2021-10-05 03:32:00
2192,435,21,0.048275862,1,1,2021-10-05 03:56:00,2021-10-05 05:18:00
2193,690,127,0.184057971,0,0,2021-10-05 18:30:00,2021-10-05 19:44:00
2194,185,24,0.12972973,0,0,2021-10-05 19:56:00,2021-10-05 20:11:00
2195,143,46,0.321678322,0,0,2021-10-05 23:25:00,2021-10-05 23:47:00
2196,150,7,0.046666667,1,0,2021-10-06 01:24:00,2021-10-06 01:54:00
2197,852,48,0.056338028,1,0,2021-10-06 02:45:00,2021-10-06 04:16:00
2198,519,14,0.026974952,0,0,2021-10-06 20:10:00,2021-10-06 20:51:00
2199,146,9,0.061643836,0,0,2021-10-06 21:38:00,2021-10-06 21:47:00
2200,864,38,0.043981481,1,0,2021-10-07 05:02:00,2021-10-07 05:09:00
2201,413,16,0.03874092,1,1,2021-10-07 10:35:00,2021-10-07 10:44:00
2202,551,17,0.030852995,1,1,2021-10-07 16:07:00,2021-10-07 16:58:00
2203,2150,263,0.122325581,1,0,2021-10-07 20:52:00,2021-10-07 23:26:00
2204,1870,72,0.038502674,1,1,2021-10-08 02:50:00,2021-10-08 05:09:00
2205,1522,124,0.081471748,1,1,2021-10-08 14:00:00,2021-10-08 14:44:00
2206,371,32,0.086253369,0,0,2021-10-08 16:25:00,2021-10-08 16:31:00
2207,622,56,0.090032154,0,0,2021-10-08 16:50:00,2021-10-08 18:09:00
2208,897,75,0.08361204,1,1,2021-10-08 18:39:00,2021-10-08 19:48:00
2209,9973,932,0.093452321,1,1,2021-10-08 20:26:00,2021-10-09 03:39:00
2210,812,141,0.17364532,0,0,2021-10-09 03:56:00,2021-10-09 04:41:00
2211,936,29,0.030982906,1,1,2021-10-09 08:26:00,2021-10-09 08:31:00
2212,1010,68,0.067326733,1,0,2021-10-09 14:26:00,2021-10-09 14:33:00
2213,285,13,0.045614035,0,0,2021-10-09 16:41:00,2021-10-09 17:14:00
2214,4176,189,0.045258621,1,1,2021-10-09 17:29:00,2021-10-09 20:52:00
2215,525,60,0.114285714,0,0,2021-10-09 21:36:00,2021-10-09 22:03:00
2216,7100,443,0.062394366,1,0,2021-10-09 22:32:00,2021-10-10 04:45:00
2217,339,24,0.07079646,0,0,2021-10-10 05:08:00,2021-10-10 05:42:00
2218,305,23,0.075409836,1,0,2021-10-10 07:19:00,2021-10-10 08:49:00
2219,693,238,0.343434343,0,0,2021-10-10 11:41:00,2021-10-10 11:50:00
2220,3895,318,0.081643132,1,1,2021-10-10 17:41:00,2021-10-10 20:12:00
2221,566,15,0.026501767,1,0,2021-10-10 20:40:00,2021-10-10 21:40:00
2222,778,12,0.015424165,1,1,2021-10-10 21:51:00,2021-10-10 22:54:00
2223,226,54,0.238938053,0,0,2021-10-11 17:58:00,2021-10-11 18:03:00
2224,813,38,0.046740467,0,0,2021-10-11 19:04:00,2021-10-11 19:48:00
2225,189,7,0.037037037,0,0,2021-10-11 20:02:00,2021-10-11 20:47:00
2226,67,7,0.104477612,0,0,2021-10-11 22:47:00,2021-10-11 23:02:00
2227,113,9,0.079646018,1,0,2021-10-12 01:15:00,2021-10-12 01:28:00
2228,3981,172,0.043205225,1,1,2021-10-12 17:10:00,2021-10-12 19:52:00
2229,10704,915,0.085482063,1,1,2021-10-12 20:09:00,2021-10-13 04:13:00
2230,219,19,0.086757991,0,0,2021-10-13 04:27:00,2021-10-13 04:38:00
2231,2887,241,0.083477658,1,1,2021-10-13 15:49:00,2021-10-13 18:17:00
2232,11840,732,0.061824324,1,1,2021-10-13 18:49:00,2021-10-14 04:54:00
2233,85,10,0.117647059,0,0,2021-10-14 14:09:00,2021-10-14 14:18:00
2234,117,18,0.153846154,0,0,2021-10-14 15:34:00,2021-10-14 15:41:00
2235,357,21,0.058823529,0,0,2021-10-14 17:02:00,2021-10-14 17:16:00
2236,4793,482,0.100563322,1,0,2021-10-14 20:42:00,2021-10-14 23:00:00
2237,1961,56,0.028556859,1,0,2021-10-14 23:15:00,2021-10-15 02:44:00
2238,469,19,0.040511727,0,0,2021-10-15 03:26:00,2021-10-15 03:43:00
2239,90,36,0.4,0,0,2021-10-15 04:26:00,2021-10-15 04:30:00
2240,342,16,0.046783626,0,0,2021-10-15 18:20:00,2021-10-15 19:01:00
2241,3064,119,0.03883812,1,0,2021-10-16 01:15:00,2021-10-16 03:55:00
2242,124,20,0.161290323,0,0,2021-10-16 09:50:00,2021-10-16 09:51:00
2243,307,16,0.052117264,1,0,2021-10-16 14:32:00,2021-10-16 14:52:00
2244,241,15,0.062240664,0,0,2021-10-16 15:44:00,2021-10-16 15:57:00
2245,252,12,0.047619048,0,0,2021-10-16 18:55:00,2021-10-16 19:11:00
2246,161,32,0.198757764,1,0,2021-10-16 19:36:00,2021-10-16 20:02:00
2247,267,8,0.029962547,0,0,2021-10-16 22:51:00,2021-10-16 23:13:00
2248,890,33,0.037078652,1,0,2021-10-16 23:45:00,2021-10-17 00:31:00
2249,2872,113,0.039345404,1,1,2021-10-17 00:43:00,2021-10-17 05:24:00
2250,64,8,0.125,0,0,2021-10-17 05:50:00,2021-10-17 05:56:00
2251,438,80,0.182648402,1,1,2021-10-17 09:55:00,2021-10-17 10:35:00
2252,141,11,0.078014184,0,0,2021-10-17 15:50:00,2021-10-17 15:55:00
2253,3804,331,0.08701367,1,0,2021-10-17 17:03:00,2021-10-17 20:32:00
2254,733,82,0.111869031,0,0,2021-10-17 21:40:00,2021-10-17 22:10:00
2255,90,21,0.233333333,0,0,2021-10-17 22:40:00,2021-10-17 22:59:00
2256,131,17,0.129770992,0,0,2021-10-17 23:30:00,2021-10-17 23:56:00
2257,1040,29,0.027884615,1,0,2021-10-18 01:56:00,2021-10-18 04:03:00
2258,687,56,0.081513828,1,1,2021-10-18 06:58:00,2021-10-18 07:25:00
2259,67,7,0.104477612,0,0,2021-10-18 17:10:00,2021-10-18 17:12:00
2260,1989,161,0.080945199,1,1,2021-10-18 17:47:00,2021-10-18 19:22:00
2261,918,21,0.022875817,0,0,2021-10-18 20:25:00,2021-10-18 22:46:00
2262,7526,954,0.126760563,1,0,2021-10-18 22:57:00,2021-10-19 03:52:00
2263,27,7,0.259259259,0,0,2021-10-19 07:17:00,2021-10-19 07:20:00
2264,655,84,0.128244275,1,0,2021-10-19 07:58:00,2021-10-19 08:15:00
2265,1738,119,0.068469505,0,0,2021-10-19 17:52:00,2021-10-19 19:04:00
2266,10191,1365,0.133941713,1,1,2021-10-19 19:20:00,2021-10-20 01:00:00
2267,1381,58,0.041998552,0,0,2021-10-20 01:45:00,2021-10-20 02:38:00
2268,713,13,0.018232819,1,0,2021-10-20 02:48:00,2021-10-20 03:26:00
2269,302,8,0.026490066,0,0,2021-10-20 04:02:00,2021-10-20 04:17:00
2270,93,24,0.258064516,0,0,2021-10-20 10:37:00,2021-10-20 10:43:00
2271,331,12,0.036253776,0,0,2021-10-20 15:25:00,2021-10-20 16:01:00
2272,14864,2524,0.169806243,1,1,2021-10-20 16:25:00,2021-10-20 19:57:00
2273,116,11,0.094827586,1,0,2021-10-20 20:13:00,2021-10-20 20:20:00
2274,373,35,0.09383378,0,0,2021-10-20 21:25:00,2021-10-20 21:56:00
2275,8241,662,0.080330057,1,0,2021-10-21 01:56:00,2021-10-21 05:10:00
2276,274,7,0.025547445,1,0,2021-10-21 05:21:00,2021-10-21 06:20:00
2277,187,14,0.07486631,0,0,2021-10-21 10:08:00,2021-10-21 10:18:00
2278,131,7,0.053435115,0,0,2021-10-21 11:06:00,2021-10-21 11:26:00
2279,350,13,0.037142857,1,0,2021-10-21 13:21:00,2021-10-21 14:02:00
2280,53,41,0.773584906,0,0,2021-10-21 16:25:00,2021-10-21 16:25:00
2281,250,36,0.144,0,0,2021-10-21 17:00:00,2021-10-21 17:36:00
2282,257,10,0.038910506,1,1,2021-10-21 18:11:00,2021-10-21 19:05:00
2283,167,8,0.047904192,1,0,2021-10-21 19:59:00,2021-10-21 20:29:00
2284,2065,162,0.078450363,1,0,2021-10-21 20:44:00,2021-10-21 22:21:00
2285,183,10,0.054644809,1,1,2021-10-22 10:53:00,2021-10-22 14:19:00
2286,136,9,0.066176471,1,0,2021-10-22 16:16:00,2021-10-22 16:37:00
2287,396,58,0.146464646,0,0,2021-10-22 17:55:00,2021-10-22 19:01:00
2288,145,8,0.055172414,0,0,2021-10-22 19:18:00,2021-10-22 19:50:00
2289,248,28,0.112903226,0,0,2021-10-23 05:42:00,2021-10-23 05:48:00
2290,2362,215,0.091024555,1,1,2021-10-23 16:20:00,2021-10-23 17:58:00
2291,409,73,0.178484108,0,0,2021-10-23 18:10:00,2021-10-23 18:17:00
2292,1639,101,0.061622941,1,1,2021-10-23 18:34:00,2021-10-23 20:18:00
2293,576,75,0.130208333,0,0,2021-10-23 21:19:00,2021-10-23 21:42:00
2294,189,26,0.137566138,0,0,2021-10-23 22:25:00,2021-10-23 22:33:00
2295,2250,178,0.079111111,1,0,2021-10-23 23:36:00,2021-10-24 01:47:00
2296,931,119,0.127819549,1,0,2021-10-24 02:01:00,2021-10-24 03:07:00
2297,6057,588,0.097077761,1,0,2021-10-24 03:17:00,2021-10-24 06:50:00
2298,755,31,0.041059603,0,0,2021-10-24 07:07:00,2021-10-24 08:10:00
2299,631,31,0.049128368,1,0,2021-10-24 15:45:00,2021-10-24 17:11:00
2300,1010,62,0.061386139,1,0,2021-10-24 17:28:00,2021-10-24 20:02:00
2301,2864,115,0.040153631,1,1,2021-10-24 20:51:00,2021-10-24 23:39:00
2302,2072,231,0.111486486,1,0,2021-10-24 23:49:00,2021-10-25 01:36:00
2303,2778,257,0.092512599,1,1,2021-10-25 01:47:00,2021-10-25 04:36:00
2304,750,48,0.064,1,1,2021-10-25 04:49:00,2021-10-25 05:24:00
2305,828,144,0.173913043,1,0,2021-10-25 06:55:00,2021-10-25 07:46:00
2306,958,131,0.136743215,0,0,2021-10-25 08:49:00,2021-10-25 10:02:00
2307,846,24,0.028368794,1,1,2021-10-25 14:44:00,2021-10-25 16:39:00
2308,12458,1002,0.080430246,1,1,2021-10-25 16:55:00,2021-10-25 23:37:00
2309,1118,30,0.026833631,1,0,2021-10-27 00:05:00,2021-10-27 01:43:00
2310,9925,454,0.045743073,1,0,2021-10-27 02:13:00,2021-10-27 06:13:00
2311,326,19,0.058282209,0,0,2021-10-27 14:01:00,2021-10-27 14:37:00
2312,9912,2003,0.202078289,1,0,2021-10-27 15:10:00,2021-10-27 17:56:00
2313,21195,2426,0.114460958,1,0,2021-10-27 18:23:00,2021-10-27 22:58:00
2314,618,12,0.019417476,1,0,2021-10-28 00:23:00,2021-10-28 00:47:00
2315,8935,386,0.043200895,1,1,2021-10-28 00:58:00,2021-10-28 03:41:00
2316,334,9,0.026946108,1,1,2021-10-28 04:14:00,2021-10-28 04:30:00
2317,506,58,0.114624506,0,0,2021-10-28 06:25:00,2021-10-28 06:32:00
2318,1411,140,0.099220411,1,1,2021-10-28 16:02:00,2021-10-28 17:26:00
2319,4365,877,0.20091638,1,0,2021-10-28 17:37:00,2021-10-28 20:42:00
2320,918,39,0.04248366,0,0,2021-10-28 20:58:00,2021-10-28 23:05:00
2321,287,12,0.041811847,0,0,2021-10-28 23:15:00,2021-10-28 23:32:00
2322,1422,60,0.042194093,1,0,2021-10-29 00:03:00,2021-10-29 01:05:00
2323,1117,53,0.047448523,1,0,2021-10-29 01:21:00,2021-10-29 02:13:00
2324,2551,142,0.055664445,0,0,2021-10-29 02:27:00,2021-10-29 04:15:00
2325,474,50,0.105485232,0,0,2021-10-29 04:35:00,2021-10-29 04:52:00
2326,468,57,0.121794872,0,0,2021-10-29 06:28:00,2021-10-29 06:39:00
2327,398,38,0.095477387,1,0,2021-10-29 15:39:00,2021-10-29 15:58:00
2328,8799,450,0.051142175,1,1,2021-10-29 16:15:00,2021-10-29 21:06:00
2329,2291,93,0.040593627,1,0,2021-10-29 21:18:00,2021-10-30 00:01:00
2330,126,12,0.095238095,0,0,2021-10-30 01:08:00,2021-10-30 01:11:00
2331,743,225,0.30282638,0,0,2021-10-30 01:44:00,2021-10-30 02:25:00
2332,349,17,0.048710602,0,0,2021-10-30 02:38:00,2021-10-30 03:12:00
2333,335,7,0.020895522,0,0,2021-10-30 04:03:00,2021-10-30 04:36:00
2334,6046,504,0.0833609,1,1,2021-10-30 17:29:00,2021-10-31 00:13:00
2335,871,29,0.033295063,0,0,2021-10-31 00:24:00,2021-10-31 01:17:00
2336,770,75,0.097402597,0,0,2021-10-31 02:35:00,2021-10-31 03:23:00
2337,180,9,0.05,0,0,2021-10-31 03:34:00,2021-10-31 03:52:00
2338,462,27,0.058441558,0,0,2021-10-31 05:25:00,2021-10-31 06:27:00
2339,226,8,0.03539823,0,0,2021-10-31 16:15:00,2021-10-31 16:47:00
2340,782,34,0.043478261,1,1,2021-10-31 17:00:00,2021-10-31 18:50:00
2341,3189,386,0.121041079,1,0,2021-10-31 19:00:00,2021-10-31 23:25:00
2342,3695,164,0.044384303,1,1,2021-10-31 23:37:00,2021-11-01 02:02:00
2343,235,47,0.2,0,0,2021-11-01 04:15:00,2021-11-01 04:16:00
2344,136,15,0.110294118,1,0,2021-11-01 10:00:00,2021-11-01 10:10:00
2345,569,34,0.059753954,1,1,2021-11-01 15:11:00,2021-11-01 15:42:00
2346,14030,946,0.067426942,1,0,2021-11-01 16:37:00,2021-11-02 01:06:00
2347,106,11,0.103773585,0,0,2021-11-02 01:24:00,2021-11-02 01:33:00
2348,358,23,0.06424581,0,0,2021-11-02 01:45:00,2021-11-02 03:16:00
2349,81,31,0.382716049,0,0,2021-11-02 05:04:00,2021-11-02 05:17:00
2350,287,11,0.038327526,0,0,2021-11-02 16:06:00,2021-11-02 16:52:00
2351,3591,881,0.245335561,1,0,2021-11-02 17:23:00,2021-11-02 19:22:00
2352,2393,144,0.060175512,1,0,2021-11-02 19:38:00,2021-11-02 22:18:00
2353,995,26,0.026130653,1,0,2021-11-02 22:33:00,2021-11-03 01:04:00
2354,1201,68,0.056619484,1,1,2021-11-03 01:54:00,2021-11-03 03:34:00
2355,101,7,0.069306931,0,0,2021-11-03 04:44:00,2021-11-03 04:54:00
2356,837,45,0.053763441,0,0,2021-11-03 17:33:00,2021-11-03 18:52:00
2357,279,8,0.028673835,1,1,2021-11-03 19:29:00,2021-11-03 20:22:00
2358,3842,289,0.075221239,1,1,2021-11-03 20:56:00,2021-11-03 23:59:00
2359,263,25,0.095057034,1,0,2021-11-04 00:18:00,2021-11-04 00:31:00
2360,4037,315,0.078028239,1,0,2021-11-04 00:51:00,2021-11-04 03:50:00
2361,181,11,0.060773481,0,0,2021-11-04 06:07:00,2021-11-04 06:09:00
2362,94,7,0.074468085,1,1,2021-11-04 10:08:00,2021-11-04 10:10:00
2363,22149,2247,0.101449275,1,1,2021-11-04 14:49:00,2021-11-05 03:26:00
2364,345,9,0.026086957,0,0,2021-11-05 03:46:00,2021-11-05 04:17:00
2365,310,22,0.070967742,0,0,2021-11-05 05:44:00,2021-11-05 05:47:00
2366,206,10,0.048543689,0,0,2021-11-05 06:49:00,2021-11-05 06:52:00
2367,93,22,0.23655914,1,0,2021-11-05 12:37:00,2021-11-05 12:38:00
2368,955,421,0.440837696,1,1,2021-11-05 13:27:00,2021-11-05 13:36:00
2369,2932,425,0.144952251,1,1,2021-11-05 16:02:00,2021-11-05 17:25:00
2370,10421,1203,0.115439977,1,1,2021-11-05 17:47:00,2021-11-05 22:37:00
2371,5822,433,0.074373068,0,0,2021-11-05 22:48:00,2021-11-06 00:40:00
2372,1405,66,0.046975089,1,0,2021-11-06 00:52:00,2021-11-06 02:16:00
2373,1523,149,0.097833224,1,0,2021-11-06 02:27:00,2021-11-06 04:54:00
2374,1054,66,0.062618596,0,0,2021-11-06 05:07:00,2021-11-06 06:06:00
2375,201,23,0.114427861,1,0,2021-11-06 09:51:00,2021-11-06 09:54:00
2376,25363,4855,0.191420573,1,1,2021-11-06 15:16:00,2021-11-06 21:44:00
2377,1336,96,0.071856287,0,0,2021-11-06 21:55:00,2021-11-06 22:43:00
2378,21693,2984,0.137555894,1,1,2021-11-06 22:53:00,2021-11-07 03:22:00
2379,8154,845,0.10363012,1,0,2021-11-07 04:07:00,2021-11-07 05:52:00
2380,276,10,0.036231884,0,0,2021-11-07 16:03:00,2021-11-07 16:25:00
2381,1489,77,0.051712559,1,1,2021-11-07 16:56:00,2021-11-07 18:53:00
2382,1769,139,0.078575466,1,0,2021-11-07 19:18:00,2021-11-07 20:11:00
2383,44,8,0.181818182,0,0,2021-11-08 03:28:00,2021-11-08 03:37:00
