event,total_clicks,buzz_calls,buzz_rate,Exposure_3k,Exposure_500m,first_time,last_time
1,205,10,0.048780488,0,0,2018-10-08 02:33:00,2018-10-08 02:51:00
2,257,56,0.217898833,0,0,2018-10-08 03:07:00,2018-10-08 03:33:00
3,754,240,0.318302387,0,0,2018-10-08 03:44:00,2018-10-08 04:09:00
4,104,8,0.076923077,0,0,2018-10-08 04:35:00,2018-10-08 04:39:00
5,268,8,0.029850746,0,0,2018-10-08 04:50:00,2018-10-08 05:24:00
6,395,10,0.025316456,0,0,2018-10-08 09:20:00,2018-10-08 10:06:00
7,382,26,0.068062827,0,0,2018-10-08 11:07:00,2018-10-08 11:40:00
8,26,7,0.269230769,0,0,2018-10-08 12:05:00,2018-10-08 12:40:00
9,445,77,0.173033708,0,0,2018-10-08 15:23:00,2018-10-08 16:19:00
10,61,8,0.131147541,0,0,2018-10-08 17:49:00,2018-10-08 18:19:00
11,363,11,0.03030303,0,0,2018-10-08 19:32:00,2018-10-08 20:53:00
12,2464,441,0.178977273,0,0,2018-10-08 21:25:00,2018-10-09 01:36:00
13,1221,413,0.338247338,0,0,2018-10-09 03:14:00,2018-10-09 04:50:00
14,195,21,0.107692308,0,0,2018-10-09 07:13:00,2018-10-09 08:04:00
15,201,8,0.039800995,0,0,2018-10-09 15:31:00,2018-10-09 16:00:00
16,1344,69,0.051339286,0,0,2018-10-09 16:53:00,2018-10-09 18:55:00
17,2400,1210,0.504166667,0,0,2018-10-09 19:08:00,2018-10-09 19:18:00
18,2120,661,0.311792453,1,1,2018-10-09 19:42:00,2018-10-10 00:10:00
19,915,478,0.522404372,0,0,2018-10-10 00:24:00,2018-10-10 00:54:00
20,839,91,0.108462455,0,0,2018-10-10 01:06:00,2018-10-10 02:02:00
21,1342,377,0.280923994,0,0,2018-10-10 03:38:00,2018-10-10 04:32:00
22,371,20,0.053908356,0,0,2018-10-10 04:57:00,2018-10-10 05:33:00
23,349,123,0.35243553,0,0,2018-10-10 19:57:00,2018-10-10 20:13:00
24,1183,97,0.081994928,0,0,2018-10-10 20:34:00,2018-10-10 23:19:00
25,147,38,0.258503401,0,0,2018-10-11 00:24:00,2018-10-11 00:34:00
26,1217,196,0.161051767,0,0,2018-10-11 00:46:00,2018-10-11 01:55:00
27,2252,961,0.426731794,0,0,2018-10-11 02:12:00,2018-10-11 03:30:00
28,179,11,0.061452514,0,0,2018-10-11 04:22:00,2018-10-11 04:40:00
29,1168,690,0.590753425,1,0,2018-10-11 17:45:00,2018-10-11 17:56:00
30,311,14,0.045016077,1,0,2018-10-11 18:07:00,2018-10-11 18:20:00
31,82,13,0.158536585,0,0,2018-10-11 18:49:00,2018-10-11 18:52:00
32,257,13,0.050583658,1,0,2018-10-11 19:09:00,2018-10-11 19:38:00
33,109,10,0.091743119,1,0,2018-10-11 19:55:00,2018-10-11 20:05:00
34,371,110,0.296495957,1,1,2018-10-11 20:22:00,2018-10-11 20:52:00
35,1350,185,0.137037037,0,0,2018-10-11 21:48:00,2018-10-11 23:44:00
36,181,9,0.049723757,0,0,2018-10-11 23:54:00,2018-10-12 00:10:00
37,379,15,0.039577836,0,0,2018-10-12 00:26:00,2018-10-12 01:02:00
38,1071,211,0.197012138,1,1,2018-10-12 01:17:00,2018-10-12 02:00:00
39,530,124,0.233962264,0,0,2018-10-12 02:11:00,2018-10-12 03:23:00
40,632,159,0.251582278,1,0,2018-10-12 10:53:00,2018-10-12 11:14:00
41,1397,280,0.200429492,0,0,2018-10-12 13:56:00,2018-10-12 14:03:00
42,154,7,0.045454545,0,0,2018-10-12 17:03:00,2018-10-12 17:26:00
43,1528,122,0.079842932,1,1,2018-10-12 17:45:00,2018-10-12 19:46:00
44,1253,438,0.349561053,1,0,2018-10-12 20:01:00,2018-10-12 20:47:00
45,639,155,0.24256651,0,0,2018-10-12 20:59:00,2018-10-12 21:18:00
46,634,250,0.394321767,0,0,2018-10-12 21:35:00,2018-10-12 21:46:00
47,1043,330,0.316395014,1,1,2018-10-12 22:53:00,2018-10-13 00:16:00
48,112,22,0.196428571,0,0,2018-10-13 00:34:00,2018-10-13 00:46:00
49,376,90,0.239361702,0,0,2018-10-13 00:58:00,2018-10-13 01:26:00
50,1428,103,0.072128852,0,0,2018-10-13 01:51:00,2018-10-13 03:23:00
51,358,22,0.061452514,0,0,2018-10-13 03:45:00,2018-10-13 04:13:00
52,130,16,0.123076923,0,0,2018-10-13 04:24:00,2018-10-13 04:58:00
53,155,62,0.4,1,1,2018-10-13 07:08:00,2018-10-13 07:36:00
54,883,46,0.05209513,1,1,2018-10-13 10:27:00,2018-10-13 11:01:00
55,131,12,0.091603053,1,0,2018-10-13 13:13:00,2018-10-13 13:23:00
56,592,85,0.143581081,0,0,2018-10-13 15:12:00,2018-10-13 15:40:00
57,431,261,0.605568445,0,0,2018-10-13 18:51:00,2018-10-13 18:57:00
58,6820,1287,0.188709677,1,1,2018-10-13 19:14:00,2018-10-13 20:43:00
59,16603,6801,0.409624767,1,1,2018-10-13 20:54:00,2018-10-14 01:25:00
60,702,203,0.289173789,1,1,2018-10-14 03:28:00,2018-10-14 04:46:00
61,228,30,0.131578947,1,1,2018-10-14 12:00:00,2018-10-14 12:25:00
62,218,30,0.137614679,1,1,2018-10-14 13:36:00,2018-10-14 13:47:00
63,153,9,0.058823529,1,1,2018-10-14 13:57:00,2018-10-14 14:14:00
64,2494,388,0.155573376,0,0,2018-10-14 17:29:00,2018-10-14 18:22:00
65,1101,273,0.247956403,0,0,2018-10-14 18:33:00,2018-10-14 20:25:00
66,257,99,0.385214008,0,0,2018-10-14 21:23:00,2018-10-14 21:31:00
67,265,24,0.090566038,1,1,2018-10-14 21:50:00,2018-10-14 22:26:00
68,2070,580,0.280193237,1,1,2018-10-14 23:10:00,2018-10-15 00:33:00
69,7249,2110,0.291074631,0,0,2018-10-15 01:28:00,2018-10-15 05:17:00
70,343,111,0.32361516,0,0,2018-10-15 07:14:00,2018-10-15 07:32:00
71,271,16,0.05904059,1,0,2018-10-15 13:13:00,2018-10-15 14:23:00
72,1058,299,0.282608696,1,0,2018-10-15 17:52:00,2018-10-15 19:02:00
73,4578,1060,0.231542158,0,0,2018-10-15 19:28:00,2018-10-15 23:02:00
74,7990,1746,0.218523154,1,1,2018-10-15 23:15:00,2018-10-16 03:42:00
75,109,13,0.119266055,0,0,2018-10-16 04:21:00,2018-10-16 04:49:00
76,403,47,0.11662531,1,0,2018-10-16 13:50:00,2018-10-16 14:14:00
77,342,71,0.207602339,0,0,2018-10-16 15:08:00,2018-10-16 15:15:00
78,655,51,0.077862595,0,0,2018-10-16 16:56:00,2018-10-16 18:07:00
79,18354,3081,0.167865315,1,1,2018-10-16 18:54:00,2018-10-17 04:47:00
80,391,139,0.355498721,0,0,2018-10-17 09:14:00,2018-10-17 09:31:00
81,2023,592,0.292634701,0,0,2018-10-17 11:04:00,2018-10-17 11:27:00
82,77,13,0.168831169,0,0,2018-10-17 11:57:00,2018-10-17 11:59:00
83,2151,426,0.19804742,1,1,2018-10-17 17:16:00,2018-10-17 19:49:00
84,638,40,0.062695925,0,0,2018-10-17 21:43:00,2018-10-17 23:10:00
85,325,14,0.043076923,0,0,2018-10-17 23:23:00,2018-10-18 00:21:00
86,2389,94,0.039347007,1,1,2018-10-18 01:14:00,2018-10-18 04:25:00
87,319,44,0.137931034,1,0,2018-10-18 12:46:00,2018-10-18 13:36:00
88,2709,582,0.214839424,0,0,2018-10-18 16:38:00,2018-10-18 18:35:00
89,506,39,0.077075099,0,0,2018-10-18 18:52:00,2018-10-18 19:23:00
90,1361,272,0.199853049,0,0,2018-10-18 19:37:00,2018-10-18 20:30:00
91,9967,1480,0.148490017,0,0,2018-10-18 21:51:00,2018-10-19 02:25:00
92,935,104,0.111229947,0,0,2018-10-19 02:49:00,2018-10-19 03:11:00
93,1107,93,0.08401084,0,0,2018-10-19 03:36:00,2018-10-19 03:58:00
94,2775,1113,0.401081081,0,0,2018-10-19 04:20:00,2018-10-19 05:57:00
95,518,31,0.05984556,1,1,2018-10-19 11:58:00,2018-10-19 13:14:00
96,407,16,0.039312039,0,0,2018-10-19 13:30:00,2018-10-19 13:43:00
97,288,21,0.072916667,0,0,2018-10-19 14:34:00,2018-10-19 15:14:00
98,105,7,0.066666667,0,0,2018-10-19 16:12:00,2018-10-19 16:34:00
99,7335,2106,0.287116564,1,1,2018-10-19 16:52:00,2018-10-19 21:22:00
100,6958,752,0.108077034,1,1,2018-10-19 21:38:00,2018-10-20 02:21:00
101,573,83,0.144851658,0,0,2018-10-20 05:51:00,2018-10-20 06:40:00
102,699,24,0.034334764,1,1,2018-10-20 06:59:00,2018-10-20 07:41:00
103,1186,608,0.512647555,0,0,2018-10-20 10:42:00,2018-10-20 10:53:00
104,5003,842,0.168299021,1,1,2018-10-20 16:19:00,2018-10-20 21:36:00
105,1571,648,0.41247613,1,1,2018-10-20 22:14:00,2018-10-20 23:18:00
106,8858,2172,0.245202077,0,0,2018-10-20 23:45:00,2018-10-21 03:07:00
107,481,24,0.04989605,0,0,2018-10-21 04:02:00,2018-10-21 04:12:00
108,1266,67,0.052922591,1,0,2018-10-21 04:44:00,2018-10-21 06:10:00
109,466,57,0.122317597,1,0,2018-10-21 06:22:00,2018-10-21 06:44:00
110,339,18,0.053097345,1,0,2018-10-21 07:28:00,2018-10-21 08:27:00
111,230,15,0.065217391,1,0,2018-10-21 12:08:00,2018-10-21 14:01:00
112,140,27,0.192857143,0,0,2018-10-21 14:55:00,2018-10-21 15:13:00
113,13754,2684,0.195143231,1,1,2018-10-21 15:52:00,2018-10-21 21:02:00
114,398,55,0.138190955,1,0,2018-10-21 22:08:00,2018-10-21 23:11:00
115,436,49,0.112385321,1,0,2018-10-22 00:06:00,2018-10-22 00:22:00
116,179,15,0.083798883,0,0,2018-10-22 00:57:00,2018-10-22 01:10:00
117,1698,111,0.065371025,0,0,2018-10-22 02:32:00,2018-10-22 04:06:00
118,982,140,0.142566191,0,0,2018-10-22 09:00:00,2018-10-22 09:59:00
119,100,9,0.09,1,1,2018-10-22 10:12:00,2018-10-22 10:47:00
120,184,53,0.288043478,0,0,2018-10-22 14:10:00,2018-10-22 14:13:00
121,110,10,0.090909091,0,0,2018-10-22 16:26:00,2018-10-22 16:40:00
122,5656,1533,0.271039604,1,1,2018-10-22 18:34:00,2018-10-22 21:19:00
123,1156,277,0.239619377,0,0,2018-10-22 21:35:00,2018-10-22 22:24:00
124,99,13,0.131313131,0,0,2018-10-22 22:36:00,2018-10-22 22:42:00
125,510,23,0.045098039,1,1,2018-10-22 23:16:00,2018-10-23 00:22:00
126,100,8,0.08,0,0,2018-10-23 00:41:00,2018-10-23 01:07:00
127,3118,10,0.003207184,1,1,2018-10-23 05:41:00,2018-10-24 03:21:00
128,125,11,0.088,0,0,2018-10-24 04:35:00,2018-10-24 05:25:00
129,677,30,0.044313146,1,1,2018-10-24 10:38:00,2018-10-24 10:50:00
130,632,11,0.017405063,1,1,2018-10-24 14:51:00,2018-10-24 16:37:00
131,111,18,0.162162162,1,0,2018-10-24 17:08:00,2018-10-24 17:36:00
132,3116,259,0.083119384,1,1,2018-10-24 17:50:00,2018-10-24 20:33:00
133,179,8,0.044692737,0,0,2018-10-24 22:06:00,2018-10-24 22:23:00
134,264,16,0.060606061,0,0,2018-10-24 22:43:00,2018-10-24 23:18:00
135,212,7,0.033018868,0,0,2018-10-24 23:31:00,2018-10-25 00:53:00
136,487,28,0.057494867,0,0,2018-10-25 01:07:00,2018-10-25 02:18:00
137,282,7,0.024822695,0,0,2018-10-25 02:52:00,2018-10-25 03:36:00
138,570,216,0.378947368,0,0,2018-10-25 05:29:00,2018-10-25 06:11:00
139,940,30,0.031914894,1,1,2018-10-25 06:50:00,2018-10-25 15:14:00
140,527,73,0.138519924,0,0,2018-10-26 02:02:00,2018-10-26 03:35:00
141,1433,417,0.290997906,0,0,2018-10-26 03:57:00,2018-10-26 04:25:00
142,924,103,0.111471861,0,0,2018-10-26 04:36:00,2018-10-26 05:55:00
143,89,19,0.213483146,0,0,2018-10-26 11:13:00,2018-10-26 11:25:00
144,74,10,0.135135135,1,1,2018-10-26 14:32:00,2018-10-26 14:48:00
145,261,59,0.22605364,1,0,2018-10-26 15:05:00,2018-10-26 15:39:00
146,3462,794,0.229347198,1,1,2018-10-26 16:09:00,2018-10-26 17:39:00
147,7055,1419,0.201133948,1,1,2018-10-26 18:03:00,2018-10-26 23:09:00
148,621,87,0.140096618,0,0,2018-10-27 00:59:00,2018-10-27 01:33:00
149,757,7,0.009247028,1,1,2018-10-27 06:20:00,2018-10-27 14:16:00
150,5884,1544,0.262406526,1,1,2018-10-27 17:08:00,2018-10-27 19:54:00
151,1474,154,0.104477612,1,0,2018-10-27 20:19:00,2018-10-27 20:55:00
152,552,31,0.05615942,0,0,2018-10-27 21:09:00,2018-10-27 21:25:00
153,715,108,0.151048951,0,0,2018-10-27 22:06:00,2018-10-27 22:35:00
154,5494,1771,0.322351656,1,1,2018-10-27 22:45:00,2018-10-28 00:13:00
155,825,30,0.036363636,0,0,2018-10-28 00:25:00,2018-10-28 01:44:00
156,2322,725,0.312230835,0,0,2018-10-28 01:58:00,2018-10-28 02:31:00
157,183,76,0.415300546,1,1,2018-10-28 04:19:00,2018-10-28 04:26:00
158,130,102,0.784615385,1,0,2018-10-28 07:10:00,2018-10-28 07:12:00
159,403,40,0.099255583,0,0,2018-10-28 16:30:00,2018-10-28 16:48:00
160,3117,1250,0.401026628,1,1,2018-10-28 17:24:00,2018-10-28 18:25:00
161,54,16,0.296296296,0,0,2018-10-28 18:50:00,2018-10-28 18:53:00
162,704,167,0.237215909,0,0,2018-10-28 19:08:00,2018-10-28 19:34:00
163,397,30,0.075566751,0,0,2018-10-28 19:45:00,2018-10-28 20:30:00
164,242,24,0.099173554,0,0,2018-10-28 21:31:00,2018-10-28 21:49:00
165,497,46,0.092555332,0,0,2018-10-28 22:30:00,2018-10-28 23:21:00
166,199,32,0.16080402,1,1,2018-10-28 23:33:00,2018-10-29 00:28:00
167,68,11,0.161764706,0,0,2018-10-29 00:43:00,2018-10-29 00:49:00
168,345,10,0.028985507,1,0,2018-10-29 02:47:00,2018-10-29 03:28:00
169,131,17,0.129770992,0,0,2018-10-29 08:33:00,2018-10-29 08:42:00
170,235,16,0.068085106,1,1,2018-10-29 16:27:00,2018-10-29 17:23:00
171,105,63,0.6,1,0,2018-10-29 18:23:00,2018-10-29 18:32:00
172,119,23,0.193277311,0,0,2018-10-29 22:42:00,2018-10-29 22:55:00
173,231,91,0.393939394,1,0,2018-10-30 00:13:00,2018-10-30 01:10:00
174,295,25,0.084745763,1,0,2018-10-30 06:23:00,2018-10-30 06:37:00
175,230,16,0.069565217,0,0,2018-10-30 13:23:00,2018-10-30 13:30:00
176,241,80,0.331950207,1,0,2018-10-30 14:47:00,2018-10-30 14:56:00
177,222,39,0.175675676,0,0,2018-10-30 20:00:00,2018-10-30 20:18:00
178,716,155,0.216480447,1,0,2018-10-30 20:42:00,2018-10-30 21:21:00
179,1558,266,0.170731707,0,0,2018-10-30 22:20:00,2018-10-30 23:25:00
180,3514,603,0.171599317,0,0,2018-10-31 00:27:00,2018-10-31 02:56:00
181,6135,2694,0.439119804,0,0,2018-10-31 03:08:00,2018-10-31 04:20:00
182,93,9,0.096774194,0,0,2018-10-31 05:22:00,2018-10-31 05:54:00
183,629,154,0.244833068,0,0,2018-10-31 06:05:00,2018-10-31 06:14:00
184,252,21,0.083333333,0,0,2018-10-31 07:21:00,2018-10-31 07:25:00
185,425,11,0.025882353,1,1,2018-10-31 07:40:00,2018-10-31 08:34:00
186,525,7,0.013333333,1,1,2018-10-31 12:28:00,2018-10-31 13:44:00
187,417,84,0.201438849,0,0,2018-10-31 14:00:00,2018-10-31 15:12:00
188,99,14,0.141414141,1,0,2018-10-31 16:27:00,2018-10-31 16:37:00
189,1248,546,0.4375,1,0,2018-10-31 17:45:00,2018-10-31 18:11:00
190,74,23,0.310810811,0,0,2018-10-31 18:50:00,2018-10-31 19:22:00
191,416,158,0.379807692,0,0,2018-10-31 20:41:00,2018-10-31 21:32:00
192,8997,839,0.093253307,1,1,2018-10-31 21:56:00,2018-11-01 03:11:00
193,4213,923,0.219083788,0,0,2018-11-01 03:21:00,2018-11-01 06:53:00
194,1021,116,0.113614104,0,0,2018-11-01 08:25:00,2018-11-01 09:44:00
195,991,39,0.039354188,0,0,2018-11-01 16:43:00,2018-11-01 17:24:00
196,1823,225,0.123422929,1,1,2018-11-01 17:43:00,2018-11-01 18:35:00
197,1041,87,0.083573487,0,0,2018-11-01 18:49:00,2018-11-01 20:08:00
198,219,45,0.205479452,0,0,2018-11-01 20:25:00,2018-11-01 21:02:00
199,193,8,0.041450777,0,0,2018-11-01 21:25:00,2018-11-01 21:42:00
200,656,297,0.452743902,0,0,2018-11-01 22:35:00,2018-11-01 22:51:00
201,261,15,0.057471264,0,0,2018-11-01 23:05:00,2018-11-01 23:19:00
202,158,25,0.158227848,0,0,2018-11-02 01:46:00,2018-11-02 01:49:00
203,192,21,0.109375,0,0,2018-11-02 02:25:00,2018-11-02 02:49:00
204,1544,722,0.46761658,0,0,2018-11-02 03:04:00,2018-11-02 03:43:00
205,638,261,0.409090909,0,0,2018-11-02 03:57:00,2018-11-02 04:55:00
206,1944,507,0.260802469,0,0,2018-11-02 05:10:00,2018-11-02 06:07:00
207,349,17,0.048710602,1,0,2018-11-02 07:43:00,2018-11-02 08:33:00
208,678,179,0.264011799,0,0,2018-11-02 15:45:00,2018-11-02 16:07:00
209,549,10,0.018214936,1,0,2018-11-02 16:30:00,2018-11-02 18:36:00
210,1280,405,0.31640625,0,0,2018-11-02 18:53:00,2018-11-02 19:39:00
211,2345,249,0.106183369,1,1,2018-11-02 20:16:00,2018-11-02 21:30:00
212,399,18,0.045112782,0,0,2018-11-02 22:28:00,2018-11-02 23:16:00
213,8887,1254,0.141104985,1,1,2018-11-02 23:26:00,2018-11-03 03:16:00
214,1820,86,0.047252747,1,1,2018-11-03 03:29:00,2018-11-03 05:48:00
215,298,49,0.16442953,0,0,2018-11-03 15:20:00,2018-11-03 15:23:00
216,33756,9438,0.279594739,1,1,2018-11-03 16:41:00,2018-11-04 02:07:00
217,404,121,0.29950495,0,0,2018-11-04 04:21:00,2018-11-04 04:57:00
218,89,15,0.168539326,0,0,2018-11-04 09:56:00,2018-11-04 10:06:00
219,403,51,0.126550868,0,0,2018-11-04 16:26:00,2018-11-04 16:59:00
220,583,158,0.271012007,1,1,2018-11-04 18:03:00,2018-11-04 18:48:00
221,594,91,0.153198653,1,0,2018-11-04 19:45:00,2018-11-04 20:26:00
222,3319,506,0.152455559,0,0,2018-11-04 21:41:00,2018-11-04 23:57:00
223,171,18,0.105263158,0,0,2018-11-05 00:10:00,2018-11-05 00:33:00
224,668,113,0.169161677,0,0,2018-11-05 02:09:00,2018-11-05 02:24:00
225,1650,174,0.105454545,1,1,2018-11-05 03:32:00,2018-11-05 04:59:00
226,1814,153,0.084343991,0,0,2018-11-05 05:14:00,2018-11-05 06:48:00
227,133,15,0.112781955,0,0,2018-11-05 06:59:00,2018-11-05 07:03:00
228,559,19,0.033989267,1,1,2018-11-05 16:08:00,2018-11-05 17:54:00
229,1356,261,0.192477876,1,1,2018-11-05 18:04:00,2018-11-05 19:00:00
230,1366,178,0.130307467,1,1,2018-11-05 19:11:00,2018-11-05 20:35:00
231,1713,67,0.039112668,0,0,2018-11-05 20:57:00,2018-11-05 22:25:00
232,1613,91,0.056416615,0,0,2018-11-06 00:01:00,2018-11-06 01:06:00
233,196,35,0.178571429,0,0,2018-11-06 02:05:00,2018-11-06 02:26:00
234,1983,196,0.098840141,0,0,2018-11-06 02:52:00,2018-11-06 03:52:00
235,978,93,0.095092025,0,0,2018-11-06 04:08:00,2018-11-06 04:51:00
236,643,73,0.113530327,0,0,2018-11-06 05:28:00,2018-11-06 06:09:00
237,543,15,0.027624309,1,1,2018-11-06 09:13:00,2018-11-06 09:29:00
238,336,14,0.041666667,1,0,2018-11-06 09:43:00,2018-11-06 10:08:00
239,315,32,0.101587302,1,1,2018-11-06 16:53:00,2018-11-06 17:23:00
240,1148,48,0.041811847,1,1,2018-11-06 17:34:00,2018-11-06 18:46:00
241,934,39,0.041755889,0,0,2018-11-06 20:06:00,2018-11-06 21:11:00
242,1370,165,0.120437956,0,0,2018-11-06 21:22:00,2018-11-06 22:20:00
243,508,42,0.082677165,1,0,2018-11-07 01:03:00,2018-11-07 01:35:00
244,437,22,0.050343249,0,0,2018-11-07 01:46:00,2018-11-07 02:47:00
245,6186,883,0.142741675,1,0,2018-11-07 02:59:00,2018-11-07 05:12:00
246,543,38,0.069981584,0,0,2018-11-07 05:28:00,2018-11-07 06:03:00
247,6919,829,0.119815002,1,1,2018-11-07 16:05:00,2018-11-07 22:24:00
248,47,7,0.14893617,0,0,2018-11-08 01:29:00,2018-11-08 01:34:00
249,1584,71,0.044823232,0,0,2018-11-08 01:57:00,2018-11-08 04:18:00
250,776,34,0.043814433,0,0,2018-11-08 04:28:00,2018-11-08 05:01:00
251,321,11,0.034267913,0,0,2018-11-08 06:14:00,2018-11-08 06:31:00
252,169,7,0.041420118,0,0,2018-11-08 15:53:00,2018-11-08 16:38:00
253,547,21,0.038391225,0,0,2018-11-08 18:44:00,2018-11-08 19:04:00
254,4005,414,0.103370787,1,1,2018-11-08 19:23:00,2018-11-09 00:07:00
255,353,8,0.02266289,0,0,2018-11-09 03:37:00,2018-11-09 04:12:00
256,4785,706,0.14754441,0,0,2018-11-09 04:26:00,2018-11-09 06:50:00
257,1602,129,0.080524345,1,0,2018-11-09 15:56:00,2018-11-09 18:39:00
258,267,9,0.033707865,0,0,2018-11-09 19:29:00,2018-11-09 20:57:00
259,1898,216,0.113804004,0,0,2018-11-09 21:47:00,2018-11-10 02:13:00
260,383,10,0.026109661,0,0,2018-11-10 03:14:00,2018-11-10 03:49:00
261,960,178,0.185416667,0,0,2018-11-10 03:59:00,2018-11-10 05:07:00
262,454,15,0.033039648,0,0,2018-11-10 17:14:00,2018-11-10 17:45:00
263,375,29,0.077333333,0,0,2018-11-10 18:01:00,2018-11-10 18:06:00
264,274,60,0.218978102,0,0,2018-11-10 18:57:00,2018-11-10 19:52:00
265,164,29,0.176829268,0,0,2018-11-10 20:08:00,2018-11-10 20:21:00
266,1299,922,0.709776751,1,1,2018-11-10 20:56:00,2018-11-10 21:51:00
267,2687,104,0.038704875,1,1,2018-11-10 22:52:00,2018-11-11 01:29:00
268,3124,667,0.213508323,0,0,2018-11-11 02:34:00,2018-11-11 06:23:00
269,467,89,0.190578158,0,0,2018-11-11 08:44:00,2018-11-11 08:54:00
270,775,186,0.24,0,0,2018-11-11 10:29:00,2018-11-11 10:51:00
271,2104,426,0.202471483,0,0,2018-11-11 11:39:00,2018-11-11 12:41:00
272,145,40,0.275862069,1,0,2018-11-11 14:51:00,2018-11-11 15:07:00
273,3538,536,0.151498021,1,0,2018-11-11 15:19:00,2018-11-11 17:20:00
274,34739,5042,0.145139469,0,0,2018-11-11 17:30:00,2018-11-12 01:37:00
275,1462,106,0.07250342,0,0,2018-11-12 01:50:00,2018-11-12 03:28:00
276,930,24,0.025806452,0,0,2018-11-12 03:38:00,2018-11-12 04:57:00
